 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Thu Mar 19 04:22:01 2020,0.93941569,0.62279838,0.62279791,0.62279892,2.49869394,6.3412137,5.25107336,5.25289679,5.2538414,0.94442952
 Thu Mar 19 04:22:16 2020,0.61322784,1.92660046,1.92659962,1.92660117,2.41916537,7.67965364,6.14460087,6.14603662,6.14678049,0.57758939
 Thu Mar 19 04:22:31 2020,1.5719167,1.18496275,1.1849618,1.1849637,4.28003454,3.80784535,3.04326725,3.04413915,3.04459095,0.74190962
 Thu Mar 19 04:22:46 2020,0.80849111,0.81772864,0.81772822,0.81772912,6.36925602,6.17591143,4.70573568,4.70729542,4.70810366,0.57572591
 Thu Mar 19 04:23:01 2020,0.81985301,1.57669175,1.57669091,1.5766927,2.00210118,2.47587585,4.29588938,4.297544,4.29840136,0.57454491
 Thu Mar 19 04:23:16 2020,1.71171176,0.92923641,0.92923588,0.92923695,4.28688669,5.16896868,2.79075074,2.79173231,2.79224086,0.5745734
 Thu Mar 19 04:23:31 2020,0.56390762,0.56860554,0.56860495,0.56860608,6.66488075,3.72825527,3.49768615,3.49870253,3.49922919,0.63389957
 Thu Mar 19 04:23:46 2020,1.78761351,0.50398493,0.50398433,0.50398552,3.24888968,4.84120321,2.94162965,2.94272947,2.94329953,0.73930776
 Thu Mar 19 04:24:01 2020,0.92844516,1.78228867,1.78228748,1.78228986,3.04537749,5.34044647,5.6613493,5.66342354,5.66449785,0.74156213
 Thu Mar 19 04:24:16 2020,1.94113278,1.91411924,1.91411829,1.9141202,7.31308031,3.04611516,2.50040221,2.50128031,2.50173521,0.57436657
 Thu Mar 19 04:24:31 2020,1.29132795,1.08068895,1.08068812,1.08068979,5.68889666,6.87475967,3.20177174,3.20252442,3.20291448,0.57490516
 Thu Mar 19 04:24:46 2020,0.67379272,1.28682089,1.28682005,1.28682172,6.64787149,2.48698187,7.62833357,7.62986994,7.63066578,0.74191689
 Thu Mar 19 04:25:01 2020,1.42339218,1.58806551,1.58806443,1.5880667,5.73305321,2.19468832,2.96392107,2.96492696,2.96544814,0.63331187
 Thu Mar 19 04:25:16 2020,1.80567193,1.53721666,1.53721571,1.53721762,6.85665607,2.50935435,2.22941852,2.23030448,2.23076344,0.63376498
 Thu Mar 19 04:25:31 2020,0.61105502,1.92200506,1.92200434,1.92200589,2.68582273,7.66241455,6.12726021,6.12869024,6.12943172,0.94229734
 Thu Mar 19 04:25:46 2020,0.67664325,1.16201353,1.16201282,1.16201437,3.15409446,3.31246591,3.54477811,3.5454874,3.54585505,0.63328409
 Thu Mar 19 04:26:01 2020,0.81172943,1.55834508,1.55834424,1.55834591,5.88116646,6.14245558,4.73255253,4.73399591,4.73474407,0.57570505
 Thu Mar 19 04:26:16 2020,0.9406476,0.6241011,0.62410057,0.62410158,7.63066101,7.85098743,5.26090479,5.26273108,5.2636776,0.57704747
 Thu Mar 19 04:26:31 2020,1.81571257,0.87835395,0.87835354,0.87835443,5.28196716,5.22046185,2.75027466,2.75106144,2.75146914,0.57515514
 Thu Mar 19 04:26:46 2020,1.29388332,1.08339119,1.08339036,1.08339202,5.69747734,3.19244838,3.95687032,3.95762467,3.95801544,0.74171138
 Thu Mar 19 04:27:01 2020,1.82976389,0.76540661,0.76540607,0.76540715,2.475528,4.64140654,5.17877674,5.1807313,5.1817441,0.57444263
 Thu Mar 19 04:27:16 2020,0.8199566,1.57691085,1.57691002,1.57691181,2.00244904,2.47628689,4.29671621,4.29837084,4.29922867,0.7415992
 Thu Mar 19 04:27:32 2020,1.09366107,0.51341754,0.51341712,0.51341796,3.35614729,2.01212406,3.30682349,3.30752683,3.30789137,0.73889148
 Thu Mar 19 04:27:47 2020,0.54835254,1.41484296,1.41484225,1.41484368,4.08189535,4.22717476,6.6267662,6.62805223,6.62871885,0.73865712
 Thu Mar 19 04:28:02 2020,0.69787931,0.99821883,0.99821842,0.99821925,3.05991244,5.79316092,7.32146311,7.32294369,7.32371044,0.55000734
 Thu Mar 19 04:28:17 2020,0.81254822,0.67479408,0.67479372,0.6747945,6.94463301,4.74244404,5.20776272,5.20921755,5.20997143,0.54807532
 Thu Mar 19 04:28:32 2020,0.6157558,1.93688488,1.93688405,1.93688583,7.17784548,7.63437414,6.16395283,6.16550016,6.16630173,0.54780197
 Thu Mar 19 04:28:47 2020,0.87706316,1.94140208,1.94140112,1.94140291,2.01057243,4.28426647,5.7535224,5.75518322,5.75604391,0.87288427
 Thu Mar 19 04:29:02 2020,0.8826164,0.80779713,0.80779672,0.80779755,3.05063462,4.27123976,5.79941273,5.80088615,5.80164957,0.93204069
 Thu Mar 19 04:29:17 2020,1.16525102,0.87036908,0.87036866,0.87036955,2.9713037,3.29320049,3.55858636,3.55939126,3.55980825,0.93283725
 Thu Mar 19 04:29:32 2020,1.93205917,1.33663714,1.3366363,1.33663809,3.71827459,3.21716452,3.95149732,3.95231223,3.95273471,0.93294191
 Thu Mar 19 04:29:47 2020,0.54774868,1.80419087,1.80419016,1.80419159,4.07378483,4.22238398,4.24694681,4.24823189,4.24889755,0.87279534
 Thu Mar 19 04:30:02 2020,1.79839087,0.6105755,0.61057514,0.61057585,7.97076035,2.23483038,2.24774957,2.24842548,2.24877548,0.87242138
 Thu Mar 19 04:30:17 2020,0.54927808,1.4168005,1.41679978,1.41680121,6.53182793,4.23451853,6.63415289,6.63544178,6.63610935,0.93322814
 Thu Mar 19 04:30:32 2020,1.46662581,0.86861759,0.86861712,0.86861801,2.24699187,3.28662992,3.55197692,3.55277967,3.55319548,0.87403107
 Thu Mar 19 04:30:47 2020,1.67948949,1.53596628,1.53596532,1.53596723,6.85268545,2.50700903,2.22705936,2.22794461,2.22840309,0.87152004
 Thu Mar 19 04:31:02 2020,1.93589985,1.3406986,1.34069777,1.34069955,3.44347334,3.94353271,2.74041033,2.74122787,2.7416513,0.87488174
 Thu Mar 19 04:31:17 2020,1.67194164,1.91860962,1.91860867,1.91861057,7.32733965,2.27328777,2.50887442,2.50975513,2.51021147,0.87316513
 Thu Mar 19 04:31:32 2020,1.04186344,0.69189268,0.69189215,0.69189316,3.95761228,2.99707437,3.70171785,3.70261455,3.70307899,0.87242198
 Thu Mar 19 04:31:47 2020,0.51420605,1.81703091,1.81703007,1.81703174,2.26026249,7.32352209,6.85200405,6.85349369,6.85426521,0.87198389
 Thu Mar 19 04:32:02 2020,1.03410769,0.99454635,0.994546,0.99454677,7.52220917,3.70598412,3.43785214,3.43853807,3.43889356,0.87139404
 Thu Mar 19 04:32:17 2020,1.29408669,1.08360624,1.08360541,1.08360708,5.69816065,3.19285178,3.95727611,3.95803046,3.95842147,0.93173242
 Thu Mar 19 04:32:32 2020,0.99499893,0.67358536,0.67358494,0.67358577,7.49177933,4.73337507,5.19863987,5.20009184,5.20084429,0.87251663
 Thu Mar 19 04:32:47 2020,0.92685324,1.66954684,1.66954577,1.66954803,3.04003191,5.32781601,4.86739445,4.8694644,4.87053728,0.87155104
 Thu Mar 19 04:33:02 2020,1.3026495,1.8349359,1.83493483,1.83493686,4.70761585,3.23657417,3.97305131,3.97397852,3.97445893,0.9329623
 Thu Mar 19 04:33:17 2020,0.99766672,0.81950051,0.81950009,0.81950092,7.8180089,4.68920517,5.2191081,5.22067213,5.22148228,0.93329084
 Thu Mar 19 04:33:32 2020,0.61661869,1.54808497,1.54808414,1.54808581,7.18364096,7.64122057,6.17083979,6.17238903,6.17319155,0.87398541
 Thu Mar 19 04:33:47 2020,1.28270471,0.55432808,0.55432767,0.55432856,3.70361805,3.55922484,3.21533036,3.21614003,3.21655965,0.9311775
 Thu Mar 19 04:34:02 2020,1.81491697,0.87793332,0.87793291,0.87793374,7.84179592,4.71730566,5.24737453,5.24894714,5.24976206,0.87385273
 Thu Mar 19 04:34:17 2020,0.38259503,0.54987323,0.54987288,0.54987353,4.12433243,4.43080568,7.47745037,7.47988987,7.48115396,0.93110788
 Thu Mar 19 04:34:32 2020,0.63334119,1.68762052,1.68761981,1.68762124,2.33202839,6.3438735,6.36896944,6.3702817,6.37096214,0.93315732
 Thu Mar 19 04:34:47 2020,1.32162023,1.31889582,1.31889462,1.31889701,2.23172164,6.72971773,7.20750856,7.20961571,7.21070766,0.9302994
 Thu Mar 19 04:35:02 2020,0.8786487,1.94475532,1.94475436,1.94475615,3.29714656,4.29684591,5.76617575,5.76784086,5.76870346,0.93097901
 Thu Mar 19 04:35:17 2020,1.46860075,0.86966181,0.86966133,0.86966223,2.9690578,3.29054713,3.55591726,3.55672121,3.55713773,0.87243187
 Thu Mar 19 04:35:32 2020,0.24532829,0.20837523,0.20837511,0.20837536,6.90763044,2.83771658,2.07423735,2.0751667,2.07564831,0.87288594
 Thu Mar 19 04:35:47 2020,0.31599337,0.87366086,0.8736605,0.87366116,5.56923866,2.6828599,4.41198015,4.4144001,4.41565371,0.87161136
 Thu Mar 19 04:36:02 2020,1.08190846,0.93379223,0.93379176,0.93379265,4.77385283,2.01735544,3.28258872,3.28338552,3.28379846,0.9321512
 Thu Mar 19 04:36:17 2020,0.75748056,0.80055803,0.80055749,0.80055857,6.15976143,5.26036501,4.7954855,4.79732275,4.79827452,0.93247819
 Thu Mar 19 04:36:32 2020,1.55459034,1.20992446,1.20992351,1.20992541,2.77161407,2.74325991,2.47774673,2.47856998,2.47899628,0.87453711
 Thu Mar 19 04:36:47 2020,0.61432803,1.93386531,1.93386447,1.93386614,7.16825628,2.49902296,7.65255833,7.65410185,7.6549015,0.87189031
 Thu Mar 19 04:37:02 2020,0.67598784,1.16062737,1.16062665,1.1606282,3.14969254,3.30986595,3.54216266,3.54287124,3.5432384,0.87441111
 Thu Mar 19 04:37:17 2020,0.8114863,1.55783093,1.5578301,1.55783165,5.8779006,6.14052677,4.73061228,4.73205519,4.73280239,0.87325466
 Thu Mar 19 04:37:32 2020,1.94674313,0.94422334,0.94422299,0.9442237,2.1758759,2.25157547,2.26357889,2.26420665,2.26453185,0.87490785
 Thu Mar 19 04:37:47 2020,0.99724114,0.81905049,0.81905007,0.81905091,7.81515121,6.18582869,4.71571159,4.71727467,4.71808434,0.54857683
 Thu Mar 19 04:38:02 2020,0.76246357,0.75998425,0.75998366,0.75998479,3.80706596,7.79422808,5.33360815,5.33566761,5.33673477,0.8737185
 Thu Mar 19 04:38:17 2020,1.69805884,0.70255071,0.70255023,0.70255113,5.30663633,5.2496047,2.76493216,2.01572347,2.01613331,0.93281901
 Thu Mar 19 04:38:32 2020,1.80324149,0.61314017,0.61313981,0.61314052,5.37833691,2.24445152,2.97617769,2.97685647,2.97720814,0.93155539
 Thu Mar 19 04:38:47 2020,1.82167923,0.81429499,0.81429464,0.81429541,4.56466436,3.71852279,3.45046496,3.45115495,3.45151234,1.9511385
 Thu Mar 19 04:39:02 2020,1.55751395,1.16811752,1.16811669,1.16811836,4.24324894,2.71948481,2.73406625,2.48482895,2.48522425,0.93075252
 Thu Mar 19 04:39:17 2020,0.99423891,0.67278171,0.67278129,0.67278212,7.4815712,4.72734547,5.1925745,5.19402504,5.19477606,0.93140602
 Thu Mar 19 04:39:32 2020,1.66175747,1.32576227,1.3257612,1.32576334,6.81898355,3.26536083,2.19070745,2.19170618,2.19222355,0.87162471
 Thu Mar 19 04:39:47 2020,0.69968194,1.67284214,1.67284119,1.6728431,3.29956675,4.30256462,5.77192831,5.77359486,5.77445841,0.87310946
 Thu Mar 19 04:40:02 2020,1.46208572,0.93652964,0.93652916,0.93653005,2.23936915,2.02762461,3.29291844,3.29371858,3.29413295,0.54731309
 Thu Mar 19 04:40:17 2020,1.68934488,0.88117856,0.88117814,0.88117892,5.12034416,2.76621723,2.77950644,2.78020144,2.78056169,0.54835308
 Thu Mar 19 04:40:32 2020,1.82183611,0.81437802,0.81437761,0.81437838,4.56571865,3.43758416,3.45077801,3.45146823,3.45182562,0.54891276
 Thu Mar 19 04:40:47 2020,1.5584774,1.16913629,1.16913545,1.16913712,4.24648428,2.72139573,2.48598862,2.48675179,2.48714733,0.54987979
 Thu Mar 19 04:41:02 2020,0.67497015,1.92993617,1.92993522,1.92993701,6.65577936,2.49165297,7.63773108,7.63927031,7.64006758,0.73927534
 Thu Mar 19 04:41:17 2020,1.94088006,1.3044771,1.30447614,1.30447805,5.81223202,3.045614,2.28114796,2.50077581,2.50123072,0.5499047
 Thu Mar 19 04:41:32 2020,0.67299849,1.28514111,1.28514028,1.28514206,6.64253759,2.73383141,2.49849772,2.49926472,2.49966216,0.54952312
 Thu Mar 19 04:41:47 2020,0.6748125,1.28897762,1.28897679,1.28897846,6.65472031,2.49102736,7.6364727,7.63801098,7.63880825,0.74068928
 Thu Mar 19 04:42:02 2020,1.65651917,0.74604899,0.74604845,0.74604958,7.36389399,3.25497079,3.52400589,3.52500153,3.52551746,0.57534707
 Thu Mar 19 04:42:17 2020,0.92880702,1.78305399,1.7830528,1.78305519,3.04659271,5.34331751,5.66423702,5.66631222,5.66738701,0.57752037
 Thu Mar 19 04:42:32 2020,1.28531861,0.73539764,0.73539716,0.73539811,3.70800662,3.20503449,3.93929553,3.94010687,3.9405272,0.63344586
 Thu Mar 19 04:42:47 2020,1.46463585,0.86756545,0.86756504,0.86756593,2.24365067,3.2826829,3.54800653,3.5488081,3.54922342,0.57516468
 Thu Mar 19 04:43:02 2020,1.80933905,0.82523471,0.82523423,0.82523519,6.86896992,2.21975303,2.98673487,2.98762321,2.98808336,0.63301051
 Thu Mar 19 04:43:17 2020,1.04008698,0.88626593,0.8862654,0.88626641,3.95462966,2.99355102,3.69817352,3.69906902,3.69953322,0.63286316
 Thu Mar 19 04:43:32 2020,1.91914439,1.71746492,1.71746385,1.71746588,5.23152447,3.96944666,2.706007,2.70693874,2.7074213,0.57706773
 Thu Mar 19 04:43:47 2020,1.41480303,0.80960876,0.8096084,0.80960912,5.39302158,2.2487886,2.98054028,2.98122048,2.98157263,0.74188197
 Thu Mar 19 04:44:02 2020,0.94451606,1.09196579,1.09196508,1.09196651,2.92247248,7.83284426,5.29574394,5.29707241,5.29776096,0.57530808
 Thu Mar 19 04:44:17 2020,1.07208371,0.57930714,0.57930684,0.5793075,3.71976471,2.79941082,2.04105663,2.04225421,2.04287457,0.57423353
 Thu Mar 19 04:44:32 2020,1.9166801,1.71485901,1.71485794,1.71486008,5.22324944,3.2458086,3.98234034,3.98327041,3.98375225,0.73990715
 Thu Mar 19 04:44:47 2020,1.82207716,0.8145054,0.81450504,0.81450582,4.56733704,3.43806219,3.4512589,3.45194912,3.45230675,0.74061143
 Thu Mar 19 04:45:02 2020,1.91776645,1.71600771,1.71600664,1.71600878,5.22689724,3.24796343,2.7032578,2.70418859,2.70467067,0.73849714
 Thu Mar 19 04:45:17 2020,1.32174492,1.31902754,1.31902647,1.31902874,2.23193073,6.73021221,7.20800543,7.21011305,7.21120501,0.74172938
 Thu Mar 19 04:45:32 2020,0.70217794,1.67812097,1.67812002,1.67812181,3.30794835,5.75986767,7.35434818,7.35602093,7.35688782,0.74117184
 Thu Mar 19 04:45:47 2020,1.16074538,1.69978559,1.69978476,1.69978642,2.52257514,6.85261345,3.19063354,3.19138288,3.19177103,0.74213743
 Thu Mar 19 04:46:02 2020,1.69352233,0.69588727,0.69588691,0.69588768,2.82420015,2.77450347,2.00659132,2.00728893,2.00765038,0.74173117
 Thu Mar 19 04:46:17 2020,1.92065334,1.06281042,1.06280947,1.06281149,5.23659134,3.97243953,2.70901775,2.70995021,2.71043324,0.74058247
 Thu Mar 19 04:46:32 2020,0.51119512,1.81227791,1.81227696,1.81227887,3.54123735,7.35671949,6.82640314,6.82808638,6.82895851,0.73959363
 Thu Mar 19 04:46:47 2020,1.53175759,1.06463909,1.06463802,1.06464016,5.24239779,3.97586942,2.71246791,2.71340132,2.71388507,0.74099028
 Thu Mar 19 04:47:02 2020,0.87649882,1.94020844,1.9402076,1.94020939,2.00867724,2.48364449,4.31151819,5.75067759,5.7515378,0.57628655
 Thu Mar 19 04:47:17 2020,0.99432856,0.67287648,0.67287612,0.67287689,7.48277521,4.72805643,5.19328976,5.19474077,5.19549227,0.57666957
 Thu Mar 19 04:47:32 2020,0.54723024,1.80309439,1.80309367,1.8030951,4.06682062,5.71827078,4.2428093,4.24409294,4.24475765,0.57467723
 Thu Mar 19 04:47:47 2020,1.08921802,0.69856834,0.69856799,0.69856876,2.09122753,2.00331116,3.29795861,3.29865932,3.29902244,0.57473338
 Thu Mar 19 04:48:02 2020,1.0850327,0.93544412,0.9354437,0.93544459,2.2359221,2.02355242,3.28882241,3.28962111,3.29003501,0.74141645
 Thu Mar 19 04:48:17 2020,0.51132983,1.40631282,1.40631187,1.40631378,3.54168963,7.35778809,6.82747793,6.82916164,6.83003426,0.74109578
 Thu Mar 19 04:48:32 2020,0.86723828,1.04050422,1.04050326,1.04050517,7.67506695,6.82976913,5.73716259,5.73885679,5.73973465,0.54811883
 Thu Mar 19 04:48:47 2020,1.55366862,1.20894969,1.20894885,1.20895064,2.77006626,2.74143171,2.4759078,2.47673035,2.4771564,0.8741672
 Thu Mar 19 04:49:02 2020,1.18616533,0.99183404,0.99183357,0.99183458,6.183743,4.78869629,3.24011707,3.24103975,3.24151802,0.87251925
 Thu Mar 19 04:49:17 2020,1.34190774,0.75449717,0.75449669,0.75449765,5.2109766,7.1335268,3.80205321,3.80291843,3.80336666,0.54754031
 Thu Mar 19 04:49:32 2020,1.57237065,1.18544269,1.18544173,1.18544376,5.78155851,3.80874562,3.04417276,3.04504514,3.04549718,0.87203121
 Thu Mar 19 04:49:47 2020,0.86942285,1.04512429,1.04512334,1.04512525,6.12723827,5.72210121,4.19209719,4.19379663,4.19467735,0.87354302
 Thu Mar 19 04:50:02 2020,1.80252123,0.61275935,0.61275899,0.61275977,7.99849987,2.24302316,2.97474074,2.97541904,2.97577047,0.93307376
 Thu Mar 19 04:50:17 2020,0.69623357,0.9964785,0.99647808,0.99647892,3.0543859,4.28010368,5.80832863,5.80980492,5.81056976,0.87175155
 Thu Mar 19 04:50:32 2020,1.79806066,0.61040092,0.61040056,0.61040133,6.46854305,4.78085136,2.24709105,2.24776649,2.24811649,0.93355751
 Thu Mar 19 04:50:47 2020,0.49607441,0.42975277,0.42975247,0.42975307,6.57993221,4.06616831,6.5452075,6.54737997,6.54850578,0.9304775
 Thu Mar 19 04:51:02 2020,1.40639627,0.82698339,0.82698286,0.82698387,3.19003797,2.22631288,2.99333358,2.99422383,2.99468517,0.87223279
 Thu Mar 19 04:51:17 2020,1.80688357,1.53849781,1.53849685,1.53849888,6.86072445,2.51175761,2.23183584,2.23272252,2.23318195,0.54698014
 Thu Mar 19 04:51:32 2020,1.28308177,0.55452746,0.55452698,0.55452788,3.70425105,3.55997252,3.21608257,3.21689248,3.2173121,0.8742156
 Thu Mar 19 04:51:47 2020,0.99987864,0.87652701,0.87652659,0.87652749,7.83286428,4.70675468,5.23676109,5.23833036,5.23914337,0.87164223
 Thu Mar 19 04:52:02 2020,1.92683041,1.46679485,1.46679401,1.46679568,4.22416353,3.95821118,2.72272635,2.72348547,2.72387886,0.87393153
 Thu Mar 19 04:52:17 2020,1.57530832,1.29792416,1.29792321,1.29792523,5.79142332,3.03332257,2.26878405,2.26965809,2.27011108,0.93120885
 Thu Mar 19 04:52:32 2020,0.93932378,0.62270117,0.62270069,0.6227017,2.49838519,6.34048414,5.25033951,5.25216293,5.25310707,0.93331659
 Thu Mar 19 04:52:47 2020,1.16879869,0.55193239,0.55193192,0.55193281,2.97726035,3.55023742,3.20628977,3.20709682,3.20751476,0.93273401
 Thu Mar 19 04:53:02 2020,0.86379009,1.07622087,1.07621956,1.07622206,6.75220299,2.54959226,5.64257908,5.64484882,5.6460247,0.54770303
 Thu Mar 19 04:53:17 2020,1.93871415,1.30218661,1.30218565,1.30218756,5.80495834,3.0413177,2.27682638,2.27770305,2.27815723,0.54849207
 Thu Mar 19 04:53:32 2020,0.81757635,1.57187676,1.57187593,1.57187772,2.77570629,2.74809432,2.48260975,2.48343444,2.48386168,0.54887772
 Thu Mar 19 04:53:47 2020,0.67475331,1.28885245,1.28885162,1.28885329,6.65432262,2.49079275,7.63600016,7.63753891,7.6383357,0.54711771
 Thu Mar 19 04:54:02 2020,0.6733619,1.28590977,1.28590894,1.28591061,6.64497852,2.48527312,2.49994802,7.62643099,7.62722635,0.54816675
 Thu Mar 19 04:54:17 2020,1.30219865,1.83445907,1.83445799,1.83446014,4.70610189,3.23567986,3.97215176,3.97307873,3.9735589,0.54786551
 Thu Mar 19 04:54:32 2020,1.32608104,1.19861293,1.19861174,1.198614,2.98921108,6.74741364,3.76890421,3.76996064,3.77050805,0.54737043
 Thu Mar 19 04:54:47 2020,0.76090205,0.82375097,0.82375038,0.82375157,4.78844118,7.77848721,4.82017326,4.82235336,4.82348299,0.93295729
 Thu Mar 19 04:55:02 2020,0.82775599,1.65796971,1.65796864,1.65797079,2.02034187,2.44189095,4.35731554,4.3592,4.36017656,0.9315542
 Thu Mar 19 04:55:17 2020,1.29631126,1.4609586,1.46095777,1.46095943,5.7056303,3.19726419,3.96171451,3.96247029,3.96286201,0.87366843
 Thu Mar 19 04:55:32 2020,1.79750383,0.61010647,0.61010611,0.61010689,6.46480274,4.77864218,2.24597979,2.24665499,2.24700475,0.87196851
 Thu Mar 19 04:55:47 2020,1.81064522,0.82592535,0.82592481,0.82592583,6.87335634,2.22234392,2.98934102,2.99023008,2.99069071,0.87248886
 Thu Mar 19 04:56:02 2020,1.18189287,0.98957509,0.98957455,0.98957556,6.16939592,5.27174711,4.80693483,4.80877542,4.8097291,0.93172586
 Thu Mar 19 04:56:17 2020,0.94029659,0.62372988,0.62372941,0.62373042,7.62830353,7.84820223,5.25810337,5.2599287,5.26087475,0.87254012
 Thu Mar 19 04:56:32 2020,1.93571687,1.34050512,1.34050417,1.34050596,3.44316602,3.94316959,2.74004507,2.74086237,2.7412858,0.93353796
 Thu Mar 19 04:56:47 2020,1.92954838,1.16498148,1.16498065,1.16498232,4.23329067,3.9636023,2.72814918,2.72891021,2.72930431,0.93312955
 Thu Mar 19 04:57:02 2020,0.14922126,1.21433377,1.21433306,1.21433437,3.89861512,4.58696556,2.81588221,2.81705379,2.81766081,0.9305104
 Thu Mar 19 04:57:17 2020,0.24451603,1.56461787,1.56461716,1.56461847,2.66936445,2.81799507,2.09053922,2.09171844,2.09232926,0.93327916
 Thu Mar 19 04:57:32 2020,0.69515735,1.42494488,1.42494392,1.42494595,3.54729438,5.82246304,7.29637289,7.29827738,7.29926395,0.93207633
 Thu Mar 19 04:57:47 2020,0.74529219,1.31581771,1.31581652,1.31581891,2.2268343,4.15567064,7.19589281,7.19799662,7.19908667,0.93059349
 Thu Mar 19 04:58:02 2020,0.80512941,1.55022252,1.55022168,1.55022335,6.34667873,7.64923954,6.17890596,6.18045759,6.18126154,0.93291128
 Thu Mar 19 04:58:17 2020,1.82048738,0.81366491,0.8136645,0.81366527,6.05666065,3.71615911,3.44808698,3.44877625,3.4491334,1.95296884
 Thu Mar 19 04:58:32 2020,1.68346119,0.6779511,0.67795074,0.67795146,3.40422773,4.76012564,2.23666716,2.23733926,2.23768759,1.56686306
 Thu Mar 19 04:58:47 2020,0.8705799,0.57066071,0.57066023,0.57066119,6.13500881,5.73128128,4.20133114,4.20303345,4.2039156,1.56350327
 Thu Mar 19 04:59:02 2020,1.91935718,1.71768975,1.7176888,1.71769083,5.23223877,3.96986842,2.70643139,2.70736313,2.70784593,1.21531844
 Thu Mar 19 04:59:17 2020,0.69163841,1.79250252,1.79250157,1.7925036,3.28547788,4.35704374,5.83078861,5.83268452,5.83366632,1.33389688
 Thu Mar 19 04:59:32 2020,0.93704957,1.03944409,1.03944314,1.03944504,7.67170048,6.82579231,5.7331624,5.73485518,5.73573256,1.33051276
 Thu Mar 19 04:59:47 2020,0.51541477,1.81958723,1.8195864,1.81958807,2.26432133,7.33311224,6.86165047,6.86314297,6.8639164,0.47416437
 Thu Mar 19 05:00:02 2020,1.03153002,0.99318349,0.99318314,0.99318385,7.50489759,2.98212123,3.71395898,3.71464372,3.71499825,0.47267556
 Thu Mar 19 05:00:17 2020,0.46482438,0.47440493,0.4744046,0.47440526,6.97344685,4.93730021,6.04408455,6.04640102,6.04760075,1.32929015
 Thu Mar 19 05:00:32 2020,0.1636416,0.14769858,0.14769843,0.14769873,3.0807395,5.42966461,2.1725142,2.17356992,2.17411685,1.3298502
 Thu Mar 19 05:00:47 2020,0.44146028,0.20760772,0.20760755,0.20760787,4.59827662,3.62625599,3.39785266,3.39898229,3.39956737,1.21626711
 Thu Mar 19 05:01:02 2020,0.43103859,0.38187969,0.38187936,0.38188002,7.43938589,5.3970623,7.50360918,7.50591278,7.5071063,1.21820331
 Thu Mar 19 05:01:17 2020,1.82416415,0.81560892,0.81560856,0.81560934,4.58135414,3.44220185,2.76792312,2.76861453,2.76897287,1.33282876
 Thu Mar 19 05:01:32 2020,1.16840088,0.55172205,0.55172157,0.55172247,2.9765923,3.54944825,3.20549607,3.20630288,3.20672083,1.21176052
